ASIN	ASIN Description	GL CODE	Produce Group Label	Category Code	Category Label	Subcategory Code	Subcategory Label	Brand Name	Item Name
B000633RJW	199>19900100>19900107	199	Pet Products	19900100	0100 Pet Food & Feeding Supplies	19900107	0107 Cat Dry Food	Purina	Purina Dry Chewy Kitten Cat Food, 18 oz
B000GWQHCW	199>19900100>19900105	199	Pet Products	19900100	0100 Pet Food & Feeding Supplies	19900105	0105 Dog Treats	Purina	Purina Busy Rollhide Beef, Small/Medium 4 Ounce, 3 ct (Pack of 1)
B000RPXK5U	325>32500800>32500880	325	Grocery	32500800	0800 Grocery	32500880	0880 Pet Other	Purina	Purina Puppy Chow Dry Dog Food 8lb
B000VC9WYC	199>19900100>19900101	199	Pet Products	19900100	0100 Pet Food & Feeding Supplies	19900101	0101 Dog Dry Food	Purina	Purina Puppy Chow Dry Dog Food, Complete, Chicken Flavor, 4.4 Lb Bag
B000VCC00K	199>19900100>19900101	199	Pet Products	19900100	0100 Pet Food & Feeding Supplies	19900101	0101 Dog Dry Food	Purina	Purina Beneful Dry Dog Food, Original With Real Beef, 3.5 Lb Bag
B000VCFGJW	325>32500800>32500880	325	Grocery	32500800	0800 Grocery	32500880	0880 Pet Other	Purina	Purina Dog Chow, 4.4 lb
B000VD9YX0	199>19900100>19900103	199	Pet Products	19900100	0100 Pet Food & Feeding Supplies	19900103	0103 Dog Dehydrated & Freeze-Dried Food	Purina	Purina Whisker Lickin Chichen & Seafood Cat Food, 6.5 Oz
B000VLYSG0	325>32500800>32500884	325	Grocery	32500800	0800 Grocery	32500884	0884 Pet - Moist Dog Food & Treats	Purina	Purina Small Chew Eez Roll Dog Treat, 3 ct
B000WFKMRY	199>19900100>19900107	199	Pet Products	19900100	0100 Pet Food & Feeding Supplies	19900107	0107 Cat Dry Food	Purina	Purina Kitten Chow Dry Kitten Food, Nurture - 14 lb. Bag
B0012KCUV4	199>19900100>19900111	199	Pet Products	19900100	0100 Pet Food & Feeding Supplies	19900111	0111 Cat Treats	Purina	Whisker Lickin'S Soft And Delicious Chicken Flavor Cat Treats, 2.5-Ounce (10-Pack)
B0013RU9WS	199>19900200>19900102	199	Pet Products	19900200	0200 Habitats & Supplies	19900102	0102 Dog Wet Food	Purina	American Distribution Alpo 13.2 Oz Beef Food
B001P4ITIU	199>19900100>19900105	199	Pet Products	19900100	0100 Pet Food & Feeding Supplies	19900105	0105 Dog Treats	Purina	Purina Veterinary Diets Dental Chewz (5 oz)
B002869DSO	199>19900100>19900101	199	Pet Products	19900100	0100 Pet Food & Feeding Supplies	19900101	0101 Dog Dry Food	Purina	Purina Dog Chow Dry Dog Food, Complete and Balanced, 4.4 Lb Bag
B002ZFTFY0	199>19900100>19900101	199	Pet Products	19900100	0100 Pet Food & Feeding Supplies	19900101	0101 Dog Dry Food	Purina	Purina Beneful Playful Life Adult Formula Dry Dog Food Size: 15.5-lb bag
B003YFQ4PS	199>19900100>19900105	199	Pet Products	19900100	0100 Pet Food & Feeding Supplies	19900105	0105 Dog Treats	Purina	Purina Moist And Meaty Steak Food, Pack Of 12 Pouches
B0040B9GZK	199>19900108>19900112	199	Pet Products	19900108	--	19900112	0112 Cat Prescription Food	Purina	Purina Veterinary Diets EN Gastroenteric Feline Formula Canned Cat Food 24 5.5 oz
B004696BT0	199>19900100>19900108	199	Pet Products	19900100	0100 Pet Food & Feeding Supplies	19900108	0108 Cat Wet Food	Purina	Purina Fancy Feast Roasted Turkey Food, 24 By 3 Oz.
B004IN6GNU	199>19900100>19900105	199	Pet Products	19900100	0100 Pet Food & Feeding Supplies	19900105	0105 Dog Treats	Purina	Purina Busy Chewnola Dog Treats, Small/Medium, 2 Treats
B004YT70N8	199>19900100>19900102	199	Pet Products	19900100	0100 Pet Food & Feeding Supplies	19900102	0102 Dog Wet Food	Purina	Purina Moist And Meaty Burger For Pets With Cheddar Cheese Flavor, 54 Count
B005D11EHY	199>19900100>19900108	199	Pet Products	19900100	0100 Pet Food & Feeding Supplies	19900108	0108 Cat Wet Food	Purina	Purina Fancy Feast Gravy Lovers Beef Feast Food, 24 By 3 Oz.
B005IG7YS2	199>19900100>19900108	199	Pet Products	19900100	0100 Pet Food & Feeding Supplies	19900108	0108 Cat Wet Food	Purina	Purina Fancy Feast Classic Tender Beef and Chicken Feast Cat Food, 3 Oz.
B005IG830U	199>19900100>19900107	199	Pet Products	19900100	0100 Pet Food & Feeding Supplies	19900107	0107 Cat Dry Food	Purina	Purina Cat Chow Complete Formula Dry Cat Food 18oz
B005RZL31S	199>19900100>19900108	199	Pet Products	19900100	0100 Pet Food & Feeding Supplies	19900108	0108 Cat Wet Food	Purina	Friskies Tasty Treasures Variety Pack Canned Cat Food, 12 cans, 5.5 oz per can, Total Net Wt 4.12lb
B0066OLC8S	199>19900100>19900112	199	Pet Products	19900100	0100 Pet Food & Feeding Supplies	19900112	0112 Cat Prescription Food	Purina	Purina Veterinary Diets DM Dietetic Management Feline Formula Dry Cat Food 6 Lb bag
B007WWRO1W	199>19900100>19900102	199	Pet Products	19900100	0100 Pet Food & Feeding Supplies	19900102	0102 Dog Wet Food	Purina	Purina Fancy Feast Elegant Medley Salmon Tuscany Food, 24 By 3 Oz.
B0087S1MXQ	199>19900700>19900108	199	Pet Products	19900700	0700 Health Care	19900108	0108 Cat Wet Food	Purina	Purina One Smart Blend Cat Tender Beef Food, 24 By 3 Oz.
B008BDV63I	199>19900100>19900101	199	Pet Products	19900100	0100 Pet Food & Feeding Supplies	19900101	0101 Dog Dry Food	Purina	Purina Cat Chow, 3.15-Pound
B008BDV65Q	199>19900100>19900101	199	Pet Products	19900100	0100 Pet Food & Feeding Supplies	19900101	0101 Dog Dry Food	Purina	Purina Kitten Chow, 3.15-Pound
B008BDV7V4	199>19900100>19900101	199	Pet Products	19900100	0100 Pet Food & Feeding Supplies	19900101	0101 Dog Dry Food	Purina	Purina Kit n Kaboodle, 3.5-Pound
B008KZX4Z0	199>19900700>19900101	199	Pet Products	19900700	0700 Health Care	19900101	0101 Dog Dry Food	Purina	Purina 178110 Puppy Chow Healthy Morsels Beef, 16.5-Pound
B008VSXMKS	199>19900700>19900102	199	Pet Products	19900700	0700 Health Care	19900102	0102 Dog Wet Food	Purina	Purina One Tender Cuts Gravy And Beef Food, 13 Oz.
B008VSZDNC	199>19900100>19900108	199	Pet Products	19900100	0100 Pet Food & Feeding Supplies	19900108	0108 Cat Wet Food	Purina	Purina One Smart Blend Cat Tender Turkey Food, 24 By 3 Oz.
B008VSZJNQ	199>19900100>19900101	199	Pet Products	19900100	0100 Pet Food & Feeding Supplies	19900101	0101 Dog Dry Food	Purina	Purina 178146 Little Bites Indoor Complete Dry For Dog, 16.5-Pound
B008VSZLAM	199>19900700>19900101	199	Pet Products	19900700	0700 Health Care	19900101	0101 Dog Dry Food	Purina	Purina 178104 Puppy Chow, 16.5-Pound
B008VT08LS	199>19900100>19900108	199	Pet Products	19900100	0100 Pet Food & Feeding Supplies	19900108	0108 Cat Wet Food	Purina	Purina Fancy Feast Marinated Beef Food, 24 By 3 Oz.
B008VT1FYC	199>19900100>19900108	199	Pet Products	19900100	0100 Pet Food & Feeding Supplies	19900108	0108 Cat Wet Food	Purina	American Distribution & Mfg 25660 Cat Food, Marinated Salmon, 3-Oz. Can
B0096SE8CS	199>19900100>19900108	199	Pet Products	19900100	0100 Pet Food & Feeding Supplies	19900108	0108 Cat Wet Food	Purina	Purina Fancy Feast Minced Turkey Food, 24 By 3 Oz.
B00975TE88	199>19900700>19900101	199	Pet Products	19900700	0700 Health Care	19900101	0101 Dog Dry Food	Purina	Purina 178112 Puppy Chow Healthy Morsels, 32-Pound
B009CE8SPE	199>19900100>19900105	199	Pet Products	19900100	0100 Pet Food & Feeding Supplies	19900105	0105 Dog Treats	Purina	Purina Gentle Snackers Hypoallergenic Dog Treats (8 oz), Case of 8
B00AOJOBSE	199>19900700>19900704	199	Pet Products	19900700	0700 Health Care	19900704	0704 Supplements and Vitamins	Purina	Purina Oyster Shell Poultry Supplement, 5 lb bag
B00AOJOCE2	199>19900100>19900101	199	Pet Products	19900100	0100 Pet Food & Feeding Supplies	19900101	0101 Dog Dry Food	Purina	Purina Start & Grow Starter/Grower Medicated Feed Crumbles, 5 lb bag
B00AOJOCEC	199>19900700>19900704	199	Pet Products	19900700	0700 Health Care	19900704	0704 Supplements and Vitamins	Purina	Purina Land O'Lakes 0044570 Grit Supplement, 5-Pound
B00CAO5BDU	199>19900100>19900102	199	Pet Products	19900100	0100 Pet Food & Feeding Supplies	19900102	0102 Dog Wet Food	Purina	Purina Beneful Prepared Meals Wet Dog Food, Beef and Chicken Medley, 10 Oz Tub
B00CEDF1WI	199>19900200>19900217	199	Pet Products	19900200	0200 Habitats & Supplies	19900217	0217 Pet Food Storage	Purina	Purina Deli-Cat Cat Food, 14 Lb
B00CLSN204	199>19900100>19900105	199	Pet Products	19900100	0100 Pet Food & Feeding Supplies	19900105	0105 Dog Treats	Purina	Purina 178342 Mediterranean Style Medley With Lamb 8-Pack 3-Ounce Multi-Pack
B00E7SEJCG	199>19900100>19900105	199	Pet Products	19900100	0100 Pet Food & Feeding Supplies	19900105	0105 Dog Treats	Purina	Purina Busy Bone Dog Treats, Tiny, 10 Treats
B00E9BI9WC	199>19900100>19900102	199	Pet Products	19900100	0100 Pet Food & Feeding Supplies	19900102	0102 Dog Wet Food	Purina	Purina Dog Chow Healthy Weight Adult Dry Dog Food - 16.5 lb. Bag
B00EAML7K6	199>19900100>19900105	199	Pet Products	19900100	0100 Pet Food & Feeding Supplies	19900105	0105 Dog Treats	Purina	Purina 381103 4-Pack Beggin Collisions Bacon Peanut Butter Food For Pets, 25-Ounce
B00JN9GGOI	199>19900100>19900101	199	Pet Products	19900100	0100 Pet Food & Feeding Supplies	19900101	0101 Dog Dry Food	Purina	Purina Mills Game Fish Chow 50 lb Food, 1 Pack, One Size
B00JN9HUPM	325>32500800>32500883	325	Grocery	32500800	0800 Grocery	32500883	0883 Pet - Dry Dog Food	Purina	Purina Complete Dog Chow, 20 lb
B00LM0E17A	199>19900500>19900501	199	Pet Products	19900500	0500 Toys	19900501	0501 Fetch Tug and Toss Toys	Purina	Purina Waggin Train Chicken Jerky Dog Treats, 36-Ounce
B00MIBPUQS	121>12105000>12105010	121	Health & Personal Care	12105000	5000 Nutrition & Wellness	12105010	5010 Sports/Nutritional Drinks	Purina	Ensure Original Nutrition Shake, Strawberry (8 Fl. Oz, 24 Ct.)
B00NVUKRCM	199>19900100>19900101	199	Pet Products	19900100	0100 Pet Food & Feeding Supplies	19900101	0101 Dog Dry Food	Purina	Purina 011132165239 Nestle Care Pro Alpo Prime Cuts Dry Pet Food, 52 Lb
B00TF1ETM0	199>19900100>19900101	199	Pet Products	19900100	0100 Pet Food & Feeding Supplies	19900101	0101 Dog Dry Food	Purina	Purina Alpo Prime Cuts In Gravy Wet Dog Food, 24-Pack
B00U5MJASG	199>19900100>19900103	199	Pet Products	19900100	0100 Pet Food & Feeding Supplies	19900103	0103 Dog Dehydrated & Freeze-Dried Food	Purina	Purina Fancy Feast Classic Chicken Feast Pack of 12-3 oz Cans (Total 36 oz)
B00VF27Z96	199>19900100>19900102	199	Pet Products	19900100	0100 Pet Food & Feeding Supplies	19900102	0102 Dog Wet Food	Purina	Purina Fancy Feast Broths Classic V-Pack Food, 3 By 16.8 Oz.
B00VF2M8VG	199>19900100>19900102	199	Pet Products	19900100	0100 Pet Food & Feeding Supplies	19900102	0102 Dog Wet Food	Purina	Purina Fancy Feast Broths Creamy V-Pack Food, 3 By 16.8 Oz.
B00X5TJQ80	199>19900100>19900105	199	Pet Products	19900100	0100 Pet Food & Feeding Supplies	19900105	0105 Dog Treats	Purina	Purina Beggin' Littles Bacon & Cheese
B010AJV6T4	199>19900100>19900107	199	Pet Products	19900100	0100 Pet Food & Feeding Supplies	19900107	0107 Cat Dry Food	Purina	Purina 25 Lb Complete Cat Chow, Small
B014PMB5X4	86>8622000>8622800	86	Lawn and Garden	8622000	22000 Strathwood	8622800	22800 Outdoor Decor	Purina	Purina | Apple and Oat Flavored Horse Treats | 3.5 Pound (3.5 lb) Bag
B014V3YEEO	121>19900100>19900105	121	Health & Personal Care	19900100	0100 Pet Food & Feeding Supplies (199)	19900105	--	Purina	Purina Carrot and Oat Flavored Horse Treats, 2.5 lb Bag
B0161MOJH0	199>19900200>19900217	199	Pet Products	19900200	0200 Habitats & Supplies	19900217	0217 Pet Food Storage	Purina	Purina Alpo Variety Snaps Little Bites with Beef, Bacon, Cheese, and Peanut Butter Flavors - 32 Oz. (Pack of 2)
B017A5EZXK	325>32500800>32500884	325	Grocery	32500800	0800 Grocery	32500884	0884 Pet - Moist Dog Food & Treats	Purina	Purina Moist and Meaty Burger Cheese, 1 lb
B01ALI3NJA	199>19900100>19900105	199	Pet Products	19900100	0100 Pet Food & Feeding Supplies	19900105	0105 Dog Treats	Purina	Purina Dentalife Daily Oral Care Small/Medium Dog Treats
B01ALI3NWM	199>19900700>19900111	199	Pet Products	19900700	0700 Health Care	19900111	0111 Cat Treats	Purina	Purina Dentalife Dental Treats For Cats Tasty Chicken
B01ALI3NWW	199>19900700>19900105	199	Pet Products	19900700	0700 Health Care	19900105	0105 Dog Treats	Purina	Purina Dentallife Daily Oral Care Dog Treats Large Chews - 7 Ct
B01ALI3Q6U	199>19900700>19900111	199	Pet Products	19900700	0700 Health Care	19900111	0111 Cat Treats	Purina	Purina Dentalife Dental Treats For Cats Savory Salmon
B01AM1BKNC	199>19901000>19901001	199	Pet Products	19901000	1000 Litter & Odor	19901001	1001 Litter	Purina	Purina Tidy Cats 4-in-1 Cat Litter Light Weight, 8.5 Lbs
B01APMMPQY	325>32500100>32500101	325	Grocery	32500100	0100 Produce	32500101	0101 Apples	Purina	Purina Beneful Chopped Blends Dog Food, Beef, 0.67 lb
B01DFC4S3E	199>19900100>19900104	199	Pet Products	19900100	0100 Pet Food & Feeding Supplies	19900104	0104 Dog Frozen Food	Purina	Purina Apple and Oat Flavored Horse Treats, 15 Pound Bag
B01DPMG69I	199>19900500>19900501	199	Pet Products	19900500	0500 Toys	19900501	0501 Fetch Tug and Toss Toys	Purina	Purina Alpo Dental Chews 10 Count (Pack of 3) Small/Medium Daily Dental Dog Snacks
B01E77PYUM	199>19900700>19900704	199	Pet Products	19900700	0700 Health Care	19900704	0704 Supplements and Vitamins	Purina	Purina Busy With Beggin' Twist'D Small/Medium Dog Treats Pouch, 7 Oz
B01FRBADRG	199>19900100>19900107	199	Pet Products	19900100	0100 Pet Food & Feeding Supplies	19900107	0107 Cat Dry Food	Purina	Purina Cat Chow Naturals Dry Cat Food, Indoor With Real Chicken & Turkey, 3.15 Lb Bag
B01J92QNB4	199>19900100>19900105	199	Pet Products	19900100	0100 Pet Food & Feeding Supplies	19900105	0105 Dog Treats	Purina	Purina Fancy Feast DUOS Made With Real Salmon Net WT 2.1oz
B01MD01CO9	199>19900700>19900702	199	Pet Products	19900700	0700 Health Care	19900702	0702 Healthcare Topicals and Treatments	Purina	Purina Organic Scratch Grains, 35 lb
B01NC2A6PZ	199>19900100>19900101	199	Pet Products	19900100	0100 Pet Food & Feeding Supplies	19900101	0101 Dog Dry Food	Purina	Purina Bella Pampered Meals Inspired by Small Dogs -with Real Chicken & Beef Accents of Sweet Potatoes & Spinach (3 LB Bag)
B06XR64GBW	199>19900100>19900102	199	Pet Products	19900100	0100 Pet Food & Feeding Supplies	19900102	0102 Dog Wet Food	Purina	Purina Beneful Chopped Blends Wet Dog Food - 10 oz. Tub Combo Variety Bundle, 4 Flavors (2) Each Flavor, Total 8 Tubs (Variety Pack #1), Black
B074G3VLJ4	199>19900700>19900704	199	Pet Products	19900700	0700 Health Care	19900704	0704 Supplements and Vitamins	Purina	Purina Kit & Kaboodle Dry Cat Food, Original, 13 Lb Bag
B074G3VZ6W	199>19900100>19900107	199	Pet Products	19900100	0100 Pet Food & Feeding Supplies	19900107	0107 Cat Dry Food	Purina	Purina Fancy Feast Gourmet Dry Cat Food with Ocean Fish & Salmon and Accents of Garden Greens 12 lb. Bag
B074S9FCS4	199>19900100>19900101	199	Pet Products	19900100	0100 Pet Food & Feeding Supplies	19900101	0101 Dog Dry Food	Purina	Purina Beyond No Grain Turkey and Sweet Potato Recipe Ground Entree Dog Food (12-cans) ,13 ounce each can), 13 OZ CANS (178348)
B075LLYV4Z	199>19901000>19901001	199	Pet Products	19901000	1000 Litter & Odor	19901001	1001 Litter	Purina	Purina Tidy Cats Non-Clumping Cat Litter for Multiple Cats (52 lbs.)
B0792M9WKM	199>19900700>19900704	199	Pet Products	19900700	0700 Health Care	19900704	0704 Supplements and Vitamins	Purina	Purina Beneful Simple Goodness with Farm-Raised Beef and A Blend of Peas and Carrots (12- Stay Fresh Packs)
B0792MPK75	199>19900700>19900704	199	Pet Products	19900700	0700 Health Care	19900704	0704 Supplements and Vitamins	Purina	Purina Beneful Simple Goodness,with Farm-Raised Chicken 12 Stay Fresh Packs
B07DLHPQCC	199>19900100>19900102	199	Pet Products	19900100	0100 Pet Food & Feeding Supplies	19900102	0102 Dog Wet Food	Purina	6 Cans of Purina Friskies Wet cat Food 5.5oz ea (Savory Shreds with Chicken in Gravy)
B07DLK8M23	199>19900100>19900102	199	Pet Products	19900100	0100 Pet Food & Feeding Supplies	19900102	0102 Dog Wet Food	Purina	6 Cans of Purina Friskies Wet cat Food 5.5oz ea (Shreds with Turkey & Giblets in Gravy)
B07DWKWS67	467>46709000>46709020	467	Pantry	46709000	9000  Pet Food - Pantry	46709020	9020  Pet Treats	Purina	Purina Beyond Grain Free Chicken Carrot & Pea Recipe Ground Entree Adult Wet Dog Food, 13 Ounce
B07DWL1HCW	467>46709000>46709010	467	Pantry	46709000	9000  Pet Food - Pantry	46709010	9010  Pet Food	Purina	Purina Tidy Cats Non-Clumping Cat Litter, 10 Pound
B07DWL4WVZ	467>46709200>46709210	467	Pantry	46709200	9200  Pet Training & Behavior - Pantry	46709210	9210  Consumable Litter Supplies	Purina	Purina Tidy Cats Lightweight Instant Action Clumping Litter for Multiple Cats, 12 Pound
B07DWRHGQ4	467>46709000>46709020	467	Pantry	46709000	9000  Pet Food - Pantry	46709020	9020  Pet Treats	Purina	Purina Busy Bone Ultimate Dog Treats, 8 Count - 15 Ounce Each
B07DWXHWPV	467>46709000>46709020	467	Pantry	46709000	9000  Pet Food - Pantry	46709020	9020  Pet Treats	Purina	Purina Friskies Party Mix Original Crunch Cat Treats, 2.1 Ounce
B07DWXS42Z	467>46709000>46709020	467	Pantry	46709000	9000  Pet Food - Pantry	46709020	9020  Pet Treats	Purina	Purina Busy Chewnola with Wholesome Oats and Brown Rice Small/Medium Dog Treats, 2 Count
B07FGL46S6	467>46709200>46709210	467	Pantry	46709200	9200  Pet Training & Behavior - Pantry	46709210	9210  Consumable Litter Supplies	Purina	Purina Tidy Cats Lightweight 24/7 Performance Clumping Cat Litter
B07FGL6VNS	467>46709200>46709210	467	Pantry	46709200	9200  Pet Training & Behavior - Pantry	46709210	9210  Consumable Litter Supplies	Purina	Purina Tidy Cats 4-in-1 Strength Clumping Cat Litter, 14 Pound
B07FGL7SBP	467>46709000>46709010	467	Pantry	46709000	9000  Pet Food - Pantry	46709010	9010  Pet Food	Purina	Purina Beggin' Bacon & Beef Flavors Dog Snacks, 25 Ounce
B07FGL9W9K	199>19900100>19900105	199	Pet Products	19900100	0100 Pet Food & Feeding Supplies	19900105	0105 Dog Treats	Purina	Purina Pro Plan Wet Natural Grain Free Adult Beef & Pea Entre Classic Dog Food, 13 Ounce
B07GFPGVKX	199>19900100>19900102	199	Pet Products	19900100	0100 Pet Food & Feeding Supplies	19900102	0102 Dog Wet Food	Purina	Purina Beneful Chopped Blends Wet Dog Food - 10 oz. Tub Combo Variety Bundle, 4 Flavors (2) of Each Flavor, Total of 8 tubs
B07KWMQYD7	325>32504000>32504009	325	Grocery	32504000	4000 Snack Foods	32504009	4009 Other Snacks	Purina	Purina Moist & Meaty Dog Food, Burger (6 Ounce, 60 ct.), 22.5 Pound
B07NRVS5H3	199>19900200>19900217	199	Pet Products	19900200	0200 Habitats & Supplies	19900217	0217 Pet Food Storage	Purina	Purina Deli-Cat Cat Food, 14 lbs.ES
B07PR5K4CP	199>19900100>19900105	199	Pet Products	19900100	0100 Pet Food & Feeding Supplies	19900105	0105 Dog Treats	Purina	3 Bags of Friskies Party Mix Natural YUMS with Real Chicken Cat Treats, 2.1-oz ea
B07V3NTG3S	199>19900100>19900114	199	Pet Products	19900100	0100 Pet Food & Feeding Supplies	19900114	0114 Other Animals Wet Food	Purina	Purina 6 Cans of Dog Chow High Protein Beef/Chicken in Savory Gravy Canned Dog Food, 13-oz ea, 3 Cans of Beef / 3 Cans of Chicken
B07V5RNBR1	325>32504000>32504009	325	Grocery	32504000	4000 Snack Foods	32504009	4009 Other Snacks	Purina	Purina Waggin' Train Waggin' Train Busy With Beggin Brand Dog Snacks Value Pack Net Wt 50.5 Oz
B07V7YQFB2	325>32504000>32504009	325	Grocery	32504000	4000 Snack Foods	32504009	4009 Other Snacks	Purina	Purina Waggin' Train Waggin' Train Beggin Strips Brand Dog Snacks Made With Real Bacon Club Pack/ 32 Oz Net Wt 64 Oz
B08CZC55NH	199>19900700>19900704	199	Pet Products	19900700	0700 Health Care	19900704	0704 Supplements and Vitamins	Purina	Purina Calming Care Canine 45ct, 3pk (CC-3)
B08CZPK9NC	199>19900700>19900704	199	Pet Products	19900700	0700 Health Care	19900704	0704 Supplements and Vitamins	Purina	Purina Calming Care Canine 45ct, 6pk (CC-6)
B0012KH0KA	199>19900100>19900105	199	Pet Products	19900100	0100 Pet Food & Feeding Supplies	19900105	0105 Dog Treats	Purina Beggin	Purina Beggin Real Meat Dog Treats, Fun Size Original With Bacon - (6) 6 oz. Pouches
B004AWH6ZG	199>19900100>19900105	199	Pet Products	19900100	0100 Pet Food & Feeding Supplies	19900105	0105 Dog Treats	Purina Beggin	Purina Beggin' Strips Real Meat Dog Treats, Original With Bacon - 48 oz. Pouch
B01C47NR60	199>19900100>19900105	199	Pet Products	19900100	0100 Pet Food & Feeding Supplies	19900105	0105 Dog Treats	Purina Beggin	Purina Beggin Made in USA Facilities Dog Treats, Fun Size With Bacon & Cheese Flavor - (6) 6 oz. Pouches (Packaging May Vary)
B01C47NRJC	199>19900100>19900105	199	Pet Products	19900100	0100 Pet Food & Feeding Supplies	19900105	0105 Dog Treats	Purina Beggin	Purina Beggin Made in USA Facilities Small Breed Dog Treats, Littles Original With Bacon - 25 oz. Pouch
B01N16CL62	199>19900100>19900105	199	Pet Products	19900100	0100 Pet Food & Feeding Supplies	19900105	0105 Dog Treats	Purina Beggin	Purina Beggin' Strips Real Meat Dog Training Treats, Bacon & Cheese Flavors - 40 oz. Pouch
B01ND15N1R	199>19900100>19900105	199	Pet Products	19900100	0100 Pet Food & Feeding Supplies	19900105	0105 Dog Treats	Purina Beggin	Purina Beggin' Strips Made in USA Facilities Dog Treats, Original With Bacon - 40 oz. Pouch
B0716L2CQR	199>19900700>19900704	199	Pet Products	19900700	0700 Health Care	19900704	0704 Supplements and Vitamins	Purina Beggin	Purina Beggin' Strips Black Label Real Pork Dog Treats Snacks 5.5 Oz Pouch, Model Number: 381338
B09BQ6P3DC	199>19900100>19900105	199	Pet Products	19900100	0100 Pet Food & Feeding Supplies	19900105	0105 Dog Treats	Purina Beggin	Purina Beggin’ Trick or Treat Variety Pack, Original with Bacon & with Bacon & Cheese Flavor - (12) 1.25 oz. Pouches
B0012KH0K0	199>19900100>19900105	199	Pet Products	19900100	0100 Pet Food & Feeding Supplies	19900105	0105 Dog Treats	Purina Beggin'	Purina Beggin' Strips Real Meat Dog Treats, Bacon & Beef Flavors - (6) 6 oz. Pouches
B003ZXG20Q	199>19900100>19900105	199	Pet Products	19900100	0100 Pet Food & Feeding Supplies	19900105	0105 Dog Treats	Purina Beggin'	Beggin' Strips Bacon &amp; Cheese Flavors Dog Treats, 25 OZ
B003ZXH9U8	199>19900100>19900105	199	Pet Products	19900100	0100 Pet Food & Feeding Supplies	19900105	0105 Dog Treats	Purina Beggin'	Purina Beggin' Strips Real Meat Dog Treats, Original With Bacon - (4) 25 oz. Pouches
B004IN2P9Y	199>19900100>19900105	199	Pet Products	19900100	0100 Pet Food & Feeding Supplies	19900105	0105 Dog Treats	Purina Beggin'	Purina Beggin' Strips Real Meat Dog Treats, Thick Cut Hickory Smoke Flavor - (6) 6 oz. Pouches
B004IN2PHG	199>19900100>19900105	199	Pet Products	19900100	0100 Pet Food & Feeding Supplies	19900105	0105 Dog Treats	Purina Beggin'	Purina Beggin' Strips Real Meat Dog Treats, Thick Cut Hickory Smoke Flavor - 25 oz. Pouch
B004IN7DO6	199>19900100>19900105	199	Pet Products	19900100	0100 Pet Food & Feeding Supplies	19900105	0105 Dog Treats	Purina Beggin'	Purina Beggin' Strips Made in USA Facilities Dog Treats, Bacon & Beef Flavors - (4) 25 oz. Pouches
B005XBP7U4	325>32500800>32500880	325	Grocery	32500800	0800 Grocery	32500880	0880 Pet Other	Purina Beggin'	Beggin' Strips Dog Treats, Bacon and Beef Flavor, 6 Oz Pouch
B006FRYOMC	199>19900100>19900105	199	Pet Products	19900100	0100 Pet Food & Feeding Supplies	19900105	0105 Dog Treats	Purina Beggin'	Purina Beggin' Strips Thick Cut Hickory Smoke Flavor Dog Treats - 40 Oz. Pouch
B006JCWGDW	199>19900100>19900105	199	Pet Products	19900100	0100 Pet Food & Feeding Supplies	19900105	0105 Dog Treats	Purina Beggin'	Beggin' Strips Bacon Flavor Dog Treats, 3 OZ
B006P04C1W	199>19900100>19900105	199	Pet Products	19900100	0100 Pet Food & Feeding Supplies	19900105	0105 Dog Treats	Purina Beggin'	Purina Beggin' Strips Bacon Flavor Dog Treats - 14 Oz. Pouch
B00780VRWA	199>19900100>19900105	199	Pet Products	19900100	0100 Pet Food & Feeding Supplies	19900105	0105 Dog Treats	Purina Beggin'	Purina Beggin' Strips Real Meat Dog Training Treats, Bacon & Cheese Flavors - (6) 6 oz. Pouches, 15864
B00CAO9UEG	199>19900100>19900105	199	Pet Products	19900100	0100 Pet Food & Feeding Supplies	19900105	0105 Dog Treats	Purina Beggin'	Purina Beggin' Strips Real Meat Dog Treats, Original With Bacon - (6) 6 oz. Pouches, 15852
B00CYRZWU0	199>19900100>19900105	199	Pet Products	19900100	0100 Pet Food & Feeding Supplies	19900105	0105 Dog Treats	Purina Beggin'	Purina Beggin' Strips Real Meat Dog Treats, With Bacon & Peanut Butter Flavor - 25 oz. Pouch
B00HMZDD7I	199>19900100>19900105	199	Pet Products	19900100	0100 Pet Food & Feeding Supplies	19900105	0105 Dog Treats	Purina Beggin'	Purina Beggin' Bacon Cheddar & Monterey Jack Cheese Flavors Dog Snacks - 7 Oz. Pouch, Pack Of 6
B017O1BM6I	199>19900100>19900105	199	Pet Products	19900100	0100 Pet Food & Feeding Supplies	19900105	0105 Dog Treats	Purina Beggin'	Purina Beggin' Strips Bacon Flavor Dog Treats - (2) 25 oz. Pouches
B01K4KTFQU	467>46709000>46709020	467	Pantry	46709000	9000  Pet Food - Pantry	46709020	9020  Pet Treats	Purina Beggin'	PURINA Beggin' Strips Dog Treats, Thick Cut Hickory Smoked Bacon, 25 Ounce
B01M6ZOUZ8	199>19900100>19900105	199	Pet Products	19900100	0100 Pet Food & Feeding Supplies	19900105	0105 Dog Treats	Purina Beggin'	Purina Beggin' Made in USA Facilities Low Fat Dog Treats, Skinny Strips Real Turkey Flavor - 23.5 oz. Pouch, BEGGIN' SKINNY STRIPS
