ASIN	ASIN Description	GL CODE	Produce Group Label	Category Code	Category Label	Subcategory Code	Subcategory Label	Brand Name	Item Name
B01N16CPOY	199>19900100>19900101	199	Pet Products	19900100	0100 Pet Food & Feeding Supplies	19900101	0101 Dog Dry Food	Purina Beneful	Purina Beneful Grain Free, Natural Dry Dog Food, Grain Free With Real Farm Raised Chicken - 12.5 lb. Bag
B01N1EPBXZ	199>19900100>19900105	199	Pet Products	19900100	0100 Pet Food & Feeding Supplies	19900105	0105 Dog Treats	Purina Beneful	Purina Beneful Break-N-Bites Crunchy With Real Chicken & Sweet Potatoes Dog Treats - 30 Oz. Pouch
B01N4TEPJR	199>19900100>19900101	199	Pet Products	19900100	0100 Pet Food & Feeding Supplies	19900101	0101 Dog Dry Food	Purina Beneful	Purina Beneful Grain Free, Natural Dry Dog Food; Grain Free With Real Farm Raised Chicken - 4.5 lb. Bag
B06XCP85JR	199>19900100>19900102	199	Pet Products	19900100	0100 Pet Food & Feeding Supplies	19900102	0102 Dog Wet Food	Purina Beneful	Purina Beneful Small Breed Wet Dog Food Variety Pack, IncrediBites - (27) 3 oz. Cans
B06XD2BYF3	199>19900100>19900102	199	Pet Products	19900100	0100 Pet Food & Feeding Supplies	19900102	0102 Dog Wet Food	Purina Beneful	Purina Beneful High Protein, Gravy Wet Dog Food Variety Pack, Prepared Meals Stew - (12) 10 oz. Tubs
B06XFH7XLK	199>19900100>19900105	199	Pet Products	19900100	0100 Pet Food & Feeding Supplies	19900105	0105 Dog Treats	Purina Beneful	Purina Beneful Incredibites Dental Minis Peanut Butter Flavor Dog Treats - (5) 7 Oz. Pouches
B071G26JCP	199>19900100>19900105	199	Pet Products	19900100	0100 Pet Food & Feeding Supplies	19900105	0105 Dog Treats	Purina Beneful	Purina Beneful Made in USA Facilities Dog Treats, Baked Delights Hugs With Real Beef & Cheese - 19.5 oz. Pouch
B071WL8JZJ	199>19900100>19900105	199	Pet Products	19900100	0100 Pet Food & Feeding Supplies	19900105	0105 Dog Treats	Purina Beneful	Purina Beneful Made in USA Facilities Dog Training Treats, Baked Delights Snackers - 22 oz. Pouch
B074CM4F4N	199>19900100>19900102	199	Pet Products	19900100	0100 Pet Food & Feeding Supplies	19900102	0102 Dog Wet Food	Purina Beneful	Purina Beneful Wet Dog Food Variety Pack, Medleys Tuscan, Romana & Mediterranean Style - (2 Packs of 27) 3 oz. Cans
B074CN24Q3	199>19900100>19900102	199	Pet Products	19900100	0100 Pet Food & Feeding Supplies	19900102	0102 Dog Wet Food	Purina Beneful	Purina Beneful Small Breed Wet Dog Food Variety Pack, IncrediBites - (2 Packs of 12) 3 oz. Cans
B074S7ZTT1	199>19900100>19900101	199	Pet Products	19900100	0100 Pet Food & Feeding Supplies	19900101	0101 Dog Dry Food	Purina Beneful	Purina Beneful IncrediBites with Real Chicken, Tomatoes, Carrots & Wild Rice Dog Food 3-3 oz. Cans
B077PWNBM4	199>19900100>19900101	199	Pet Products	19900100	0100 Pet Food & Feeding Supplies	19900101	0101 Dog Dry Food	Purina Beneful	Purina Beneful Grain Free, Natural Dry Dog Food; Grain Free With Real Farm Raised Chicken - 23 lb. Bag
B077QCBHF5	199>19900100>19900101	199	Pet Products	19900100	0100 Pet Food & Feeding Supplies	19900101	0101 Dog Dry Food	Purina Beneful	Purina Beneful Natural Dry Dog Food, Select 10 With Farm Raised Beef - 12.5 lb. Bag
B077QCD27H	199>19900100>19900102	199	Pet Products	19900100	0100 Pet Food & Feeding Supplies	19900102	0102 Dog Wet Food	Purina Beneful	Purina Beneful Wet Dog Food Variety Pack, Chopped Blends - (12) 10 oz. Tubs
B077QCD27J	199>19900100>19900101	199	Pet Products	19900100	0100 Pet Food & Feeding Supplies	19900101	0101 Dog Dry Food	Purina Beneful	Purina Beneful Dry Dog Food, Simple Goodness With Farm Raised Chicken - (4) 12 ct. Boxes
B077QGR6MP	199>19900100>19900101	199	Pet Products	19900100	0100 Pet Food & Feeding Supplies	19900101	0101 Dog Dry Food	Purina Beneful	Purina Beneful Dry Dog Food, Simple Goodness With Farm Raised Beef - 12 ct. Box (Pack of 4)
B077QLJS9T	199>19900100>19900101	199	Pet Products	19900100	0100 Pet Food & Feeding Supplies	19900101	0101 Dog Dry Food	Purina Beneful	Purina Beneful Dry Dog Food, Simple Goodness With Farm Raised Beef - 32 ct. Box
B077QLJY8W	199>19900100>19900101	199	Pet Products	19900100	0100 Pet Food & Feeding Supplies	19900101	0101 Dog Dry Food	Purina Beneful	Purina Beneful Dry Dog Food, Simple Goodness With Farm Raised Chicken - 32 ct. Box
B0784GKVQG	199>19900100>19900101	199	Pet Products	19900100	0100 Pet Food & Feeding Supplies	19900101	0101 Dog Dry Food	Purina Beneful	Purina Beneful Natural Dry Dog Food, Select 10 With Farm Raised Beef - 4.5 lb. Bag
B07CVN5WG8	199>19900100>19900101	199	Pet Products	19900100	0100 Pet Food & Feeding Supplies	19900101	0101 Dog Dry Food	Purina Beneful	Purina Beneful Healthy Weight Dry Dog Food, Healthy Weight With Real Chicken - 3.5 lb. Bags,Pack of 4
B07D1FGZMD	199>19900100>19900101	199	Pet Products	19900100	0100 Pet Food & Feeding Supplies	19900101	0101 Dog Dry Food	Purina Beneful	Purina Beneful Healthy Puppy With Farm-Raised Chicken, High Protein Dry Dog Food - (4) 3.5 lb. Bags
B07D1KZV58	199>19900100>19900101	199	Pet Products	19900100	0100 Pet Food & Feeding Supplies	19900101	0101 Dog Dry Food	Purina Beneful	Purina Beneful Incredibites With Farm-Raised Chicken, Small Breed Dry Dog Food - 3.5 lb. Bags (4 Pack)
B07D1L5R1S	199>19900100>19900101	199	Pet Products	19900100	0100 Pet Food & Feeding Supplies	19900101	0101 Dog Dry Food	Purina Beneful	Purina Beneful Incredibites with Farm-Raised Beef, Small Breed Dry Dog Food - 3.5 lb. Bags (Pack of 4)
B07D2J47YW	199>19900100>19900101	199	Pet Products	19900100	0100 Pet Food & Feeding Supplies	19900101	0101 Dog Dry Food	Purina Beneful	Purina Beneful Real Meat Dry Dog Food, Originals With Farm-Raised Beef - (Pack of 4) 3.5 lb. Bags
B07GG79DTF	199>19900100>19900102	199	Pet Products	19900100	0100 Pet Food & Feeding Supplies	19900102	0102 Dog Wet Food	Purina Beneful	Purina Beneful Chopped Blends with Lamb Brown Rice Carrots Tomatoes & Spinach Wet Dog Food,10 oz. Tubs
B07GT3JMW4	199>19900100>19900105	199	Pet Products	19900100	0100 Pet Food & Feeding Supplies	19900105	0105 Dog Treats	Purina Beneful	Purina Beneful Prepared Meals Simmered Beef Entre Wet Dog Food, (8) 10 oz. Tubs
B07GT3JNBH	199>19900100>19900105	199	Pet Products	19900100	0100 Pet Food & Feeding Supplies	19900105	0105 Dog Treats	Purina Beneful	Purina Beneful Prepared Meals Savory Rice and Lamb Stew Wet Dog Food, (8) 10 oz. Tubs
B07GT3JNBZ	199>19900100>19900105	199	Pet Products	19900100	0100 Pet Food & Feeding Supplies	19900105	0105 Dog Treats	Purina Beneful	Purina Beneful Prepared Meals Roasted Turkey Medley Wet Dog Food, (8) 10 oz. Tubs
B07GT3JNC6	199>19900100>19900105	199	Pet Products	19900100	0100 Pet Food & Feeding Supplies	19900105	0105 Dog Treats	Purina Beneful	Purina Beneful Chopped Blends with Beef Carrots Peas & Barley Wet Dog Food, (8) 10 oz. Tubs
B07GT7J9Q5	199>19900100>19900105	199	Pet Products	19900100	0100 Pet Food & Feeding Supplies	19900105	0105 Dog Treats	Purina Beneful	Purina Beneful Prepared Meals Roasted Chicken Recipe Adult Wet Dog Food - (8) 10 oz. Tubs
B07GT7JQKD	199>19900100>19900105	199	Pet Products	19900100	0100 Pet Food & Feeding Supplies	19900105	0105 Dog Treats	Purina Beneful	Purina Beneful Originals with Real Beef Adult Dry Dog Food - 6.3 lb. Bag
B07GT7V8FZ	467>46709000>46709010	467	Pantry	46709000	9000  Pet Food - Pantry	46709010	9010  Pet Food	Purina Beneful	Purina Beneful Prepared Meals Beef Stew Wet Dog Food, (8) 10 oz. Tubs
B07GTD6YG9	467>46709000>46709020	467	Pantry	46709000	9000  Pet Food - Pantry	46709020	9020  Pet Treats	Purina Beneful	Purina Beneful Break-N-Bites Tender Real Beef with Barley & Apples Dog Treats
B07GTD7FXD	199>19900100>19900105	199	Pet Products	19900100	0100 Pet Food & Feeding Supplies	19900105	0105 Dog Treats	Purina Beneful	Purina Beneful Prepared Meals Simmered Chicken Medley Wet Dog Food, (8) 10 oz. Tubs
B07GTDZK73	199>19900100>19900105	199	Pet Products	19900100	0100 Pet Food & Feeding Supplies	19900105	0105 Dog Treats	Purina Beneful	Purina Beneful Prepared Meals Simmered Beef Entree Adult Wet Dog Food - (8) 10 oz. Tubs
B07GTWCXHY	467>46709000>46709010	467	Pantry	46709000	9000  Pet Food - Pantry	46709010	9010  Pet Food	Purina Beneful	Purina Beneful Prepared Meals Stew Variety Pack Wet Dog Food, (12) 10 oz. Tubs
B07GTYWF8F	467>46709000>46709010	467	Pantry	46709000	9000  Pet Food - Pantry	46709010	9010  Pet Food	Purina Beneful	Purina Beneful Prepared Meals Chicken Stew Wet Dog Food, (8) 10 oz. Tubs
B07GTYWF8K	199>19900100>19900105	199	Pet Products	19900100	0100 Pet Food & Feeding Supplies	19900105	0105 Dog Treats	Purina Beneful	Purina Beneful Chopped Blends with Salmon, Sweet Potatoes, Brown Rice & Spinach, (8) 10 oz. Tubs
B07GV2SP1R	467>46709000>46709010	467	Pantry	46709000	9000  Pet Food - Pantry	46709010	9010  Pet Food	Purina Beneful	Purina Beneful IncrediBites with Real Chicken Adult Dry Dog Food - 15.5 lb. Bag
B07H3VLSY1	467>46709000>46709020	467	Pantry	46709000	9000  Pet Food - Pantry	46709020	9020  Pet Treats	Purina Beneful	Purina Beneful Break-N-Bites Tender Real Chicken with Carrots & Sweet Potatoes Dog Treats
B07KYGC7RP	199>19900100>19900102	199	Pet Products	19900100	0100 Pet Food & Feeding Supplies	19900102	0102 Dog Wet Food	Purina Beneful	Purina Beneful Wet Dog Food, Superfood Blend Variety Pack - (4 Packs of 6) 9 oz. Tubs
B07KYRS97L	199>19900100>19900102	199	Pet Products	19900100	0100 Pet Food & Feeding Supplies	19900102	0102 Dog Wet Food	Purina Beneful	Purina Beneful Wet Dog Food, Superfood Blend With Beef & Salmon - (8) 9 oz. Tubs
B07KYRV4N5	199>19900100>19900101	199	Pet Products	19900100	0100 Pet Food & Feeding Supplies	19900101	0101 Dog Dry Food	Purina Beneful	Purina Beneful Natural Dry Dog Food, Superfood Blend with Salmon - 12 lb. Bag
B07KYS885D	199>19900100>19900101	199	Pet Products	19900100	0100 Pet Food & Feeding Supplies	19900101	0101 Dog Dry Food	Purina Beneful	Purina Beneful Natural Dry Dog Food, Superfood Blend With Salmon - (4) 4.25 lb. Bags
B07P765HNR	199>19900100>19900105	199	Pet Products	19900100	0100 Pet Food & Feeding Supplies	19900105	0105 Dog Treats	Purina Beneful	Purina Beneful Made in USA Facilities Dog Training Treats, Baked Delights Snackers - 36 oz. Pouch
B07P8BHLNF	199>19900100>19900105	199	Pet Products	19900100	0100 Pet Food & Feeding Supplies	19900105	0105 Dog Treats	Purina Beneful	Purina Beneful Made in USA Facilities Dog Treats, Baked Delights Hugs With Real Beef & Cheese - 32 oz. Pouch
B07RQVVK21	199>19900100>19900101	199	Pet Products	19900100	0100 Pet Food & Feeding Supplies	19900101	0101 Dog Dry Food	Purina Beneful	Purina Beneful Natural, High Protein Dry Dog Food, High Protein with a Blend of Chicken & Beef - 26 lb. Bag
B07RV74X6G	199>19900100>19900101	199	Pet Products	19900100	0100 Pet Food & Feeding Supplies	19900101	0101 Dog Dry Food	Purina Beneful	Purina Beneful Prime with Farm Raised Beef, High Protein Dry Dog Food - 26 lb. Bag
B07SJ914VM	199>19900100>19900102	199	Pet Products	19900100	0100 Pet Food & Feeding Supplies	19900102	0102 Dog Wet Food	Purina Beneful	Purina Beneful Wet Dog Food Variety Pack, Incredibites & Medleys - (30) 3 oz. Cans
B07SLGFK5X	199>19900100>19900102	199	Pet Products	19900100	0100 Pet Food & Feeding Supplies	19900102	0102 Dog Wet Food	Purina Beneful	Purina Beneful High Protein Wet Dog Food Variety Pack, Prepared Meals & Chopped Blends - (16) 10 oz. Tubs
B08S7LSJNW	199>19900100>19900102	199	Pet Products	19900100	0100 Pet Food & Feeding Supplies	19900102	0102 Dog Wet Food	Purina Beneful	Purina Beneful Small Breed Wet Dog Food Variety Pack, IncrediBites Pate - (2x12) 3 oz. Cans
B08S7QQXCX	199>19900100>19900102	199	Pet Products	19900100	0100 Pet Food & Feeding Supplies	19900102	0102 Dog Wet Food	Purina Beneful	Purina Beneful Small Breed Wet Dog Food Variety Pack, IncrediBites with Real Beef, Chicken or Salmon - (30) 3 oz. Cans
B08S8S9HGB	199>19900100>19900102	199	Pet Products	19900100	0100 Pet Food & Feeding Supplies	19900102	0102 Dog Wet Food	Purina Beneful	Purina Beneful Wet Dog Food Variety Pack, Medleys Tuscan, Romana & Mediterranean Style - (30) 3 oz. Cans
B08VFB7T5C	199>19900100>19900101	199	Pet Products	19900100	0100 Pet Food & Feeding Supplies	19900101	0101 Dog Dry Food	Purina Beneful	Purina Beneful Dry Dog Food, Protein Rich with Natural Lamb & Venison - 22.8 lb. Bag
B00JVHSAFU	199>19900100>19900107	199	Pet Products	19900100	0100 Pet Food & Feeding Supplies	19900107	0107 Cat Dry Food	Purina Beyond	Purina Beyond Natural Limited Ingredient Dry Cat Food, Simply Salmon & Whole Brown Rice Recipe - 6 lb. Bag
B00JVHSAM8	199>19900100>19900107	199	Pet Products	19900100	0100 Pet Food & Feeding Supplies	19900107	0107 Cat Dry Food	Purina Beyond	Purina Beyond Natural Limited Ingredient Dry Cat Food, Simply White Meat Chicken & Whole Oat Meal Recipe - 3 lb. Bag
B00JVHSAPA	199>19900100>19900107	199	Pet Products	19900100	0100 Pet Food & Feeding Supplies	19900107	0107 Cat Dry Food	Purina Beyond	Purina Beyond Natural Limited Ingredient Dry Cat Food, Simply White Meat Chicken & Whole Oat Meal Recipe - 13 lb. Bag
B00JVHSARS	199>19900100>19900107	199	Pet Products	19900100	0100 Pet Food & Feeding Supplies	19900107	0107 Cat Dry Food	Purina Beyond	Purina Beyond Natural Limited Ingredient Dry Cat Food, Simply White Meat Chicken & Whole Oat Meal Recipe - 6 lb. Bag
B00JVHSAY6	199>19900100>19900107	199	Pet Products	19900100	0100 Pet Food & Feeding Supplies	19900107	0107 Cat Dry Food	Purina Beyond	Purina Beyond Natural Limited Ingredient Dry Cat Food, Simply Salmon & Whole Brown Rice Recipe - 3 lb. Bag
B00JVHSE24	199>19900100>19900107	199	Pet Products	19900100	0100 Pet Food & Feeding Supplies	19900107	0107 Cat Dry Food	Purina Beyond	Purina Beyond Natural Dry Cat Food, Superfood Blend, Herring Egg And Sweet Potato Recipe, 3-Pound Bag, Pack Of 1
B00JVHSEAQ	199>19900100>19900107	199	Pet Products	19900100	0100 Pet Food & Feeding Supplies	19900107	0107 Cat Dry Food	Purina Beyond	Purina Beyond Grain Free, Natural Dry Cat Food, Simply Grain Free Wild Caught Whitefish & Cage Free Egg Recipe - 11 lb. Bag
B00JVHSEH4	199>19900100>19900107	199	Pet Products	19900100	0100 Pet Food & Feeding Supplies	19900107	0107 Cat Dry Food	Purina Beyond	Purina Beyond Grain Free, Natural Dry Cat Food, Simply Grain Free Ocean Whitefish & Egg Recipe - 3 lb. Bag
B00JVHSEHE	199>19900100>19900107	199	Pet Products	19900100	0100 Pet Food & Feeding Supplies	19900107	0107 Cat Dry Food	Purina Beyond	Purina Beyond Grain Free, Natural Dry Cat Food, Simply Grain Free Ocean Whitefish & Egg Recipe - 5 lb. Bag
B00JVHSGRC	199>19900100>19900108	199	Pet Products	19900100	0100 Pet Food & Feeding Supplies	19900108	0108 Cat Wet Food	Purina Beyond	Purina Beyond Grain Free, Natural Pate Wet Cat Food, Grain Free Wild Salmon Recipe - (12) 3 oz. Cans
B00JVHSGTU	199>19900100>19900108	199	Pet Products	19900100	0100 Pet Food & Feeding Supplies	19900108	0108 Cat Wet Food	Purina Beyond	Purina Beyond Grain Free, Natural Gravy Wet Cat Food, Grain Free Salmon & Sweet Potato Recipe - (12) 3 oz. Cans
B00JVHSGUO	199>19900100>19900108	199	Pet Products	19900100	0100 Pet Food & Feeding Supplies	19900108	0108 Cat Wet Food	Purina Beyond	Purina Beyond Grain Free, Natural Gravy Wet Cat Food, Grain Free Tuna & Mackerel Recipe - (12) 3 oz. Cans
B00JVHSGVS	199>19900100>19900108	199	Pet Products	19900100	0100 Pet Food & Feeding Supplies	19900108	0108 Cat Wet Food	Purina Beyond	Purina Beyond Grain Free, Natural Pate Wet Cat Food, Grain Free Chicken & Sweet Potato Recipe - (Pack of 12) 3 oz. Cans
B00JVHSGWW	199>19900100>19900108	199	Pet Products	19900100	0100 Pet Food & Feeding Supplies	19900108	0108 Cat Wet Food	Purina Beyond	Purina Beyond Grain Free Turkey, Sweet Potato & Spinach Recipe in Gravy Adult Wet Cat Food, 3 oz. Cans (Pack of 12) (Packaging May Vary)
B00JVHSINY	199>19900100>19900108	199	Pet Products	19900100	0100 Pet Food & Feeding Supplies	19900108	0108 Cat Wet Food	Purina Beyond	Purina Beyond Pate Salmon & Brown Rice Recipe Adult Wet Cat Food - (12) 3 Oz. Cans
B00JVHSIQ6	199>19900100>19900108	199	Pet Products	19900100	0100 Pet Food & Feeding Supplies	19900108	0108 Cat Wet Food	Purina Beyond	Purina Beyond Grain Free, Natural Pate Wet Cat Food, Grain Free Trout & Catfish Recipe - (12) 3 oz. Cans
B00JVHSIS4	199>19900100>19900108	199	Pet Products	19900100	0100 Pet Food & Feeding Supplies	19900108	0108 Cat Wet Food	Purina Beyond	Purina Beyond Grain Free Chicken, Beef & Carrot Recipe Adult Wet Cat Food - 3 Oz (Pack of 12) (Packaging May Vary)
B00JVHSJ06	199>19900100>19900108	199	Pet Products	19900100	0100 Pet Food & Feeding Supplies	19900108	0108 Cat Wet Food	Purina Beyond	Purina Beyond Pate Chicken & Brown Rice Recipe Adult Wet Cat Food - (12) 3 Oz. Cans
B00JVHSJ3I	199>19900100>19900108	199	Pet Products	19900100	0100 Pet Food & Feeding Supplies	19900108	0108 Cat Wet Food	Purina Beyond	Purina Beyond Grain Free, Natural Pate Wet Cat Food, Grain Free Ocean Whitefish & Spinach Recipe - (12) 3 oz. Cans
B00JVHSLCM	199>19900100>19900101	199	Pet Products	19900100	0100 Pet Food & Feeding Supplies	19900101	0101 Dog Dry Food	Purina Beyond	Purina Beyond Simply 9 White Meat Chicken & Whole Barley Recipe Adult Dry Dog Food - 4 Lb. Bag
B00JVHSLJ0	199>19900100>19900108	199	Pet Products	19900100	0100 Pet Food & Feeding Supplies	19900108	0108 Cat Wet Food	Purina Beyond	Purina Beyond Tuna, Herring & Sweet Potato Recipe In Gravy Adult Wet Cat Food - (12) 3 Oz. Cans
B00JVHSLKY	199>19900100>19900101	199	Pet Products	19900100	0100 Pet Food & Feeding Supplies	19900101	0101 Dog Dry Food	Purina Beyond	Purina Beyond Simple Ingredient, Natural Dry Dog Food, Simply Farm Raised Chicken & Whole Barley Recipe - 15.5 lb. Bag
B00JVHSLN6	199>19900100>19900108	199	Pet Products	19900100	0100 Pet Food & Feeding Supplies	19900108	0108 Cat Wet Food	Purina Beyond	Purina Beyond Chicken, Wild Rice & Spinach Recipe in Gravy Adult Wet Cat Food - (12) 3 oz. Cans
B00JVHSPCS	199>19900100>19900101	199	Pet Products	19900100	0100 Pet Food & Feeding Supplies	19900101	0101 Dog Dry Food	Purina Beyond	Purina Beyond Grain Free Wild-Caught Tuna & Egg Recipe Adult Dry Dog Food - 3 lb. Bag
B00JVHSPDM	199>19900100>19900101	199	Pet Products	19900100	0100 Pet Food & Feeding Supplies	19900101	0101 Dog Dry Food	Purina Beyond	Purina Beyond Limited Ingredient, Natural Dry Dog Food, Simply 9 Ranch Raised Lamb & Barley Recipe - 14.5 lb. Bag
B00JVHSPEQ	199>19900100>19900101	199	Pet Products	19900100	0100 Pet Food & Feeding Supplies	19900101	0101 Dog Dry Food	Purina Beyond	Purina Beyond Natural Dry Dog Food, Superfood Blend Salmon, Egg & Pumpkin Recipe - 3.7 lb. Bag
B00JVHSPG4	199>19900100>19900101	199	Pet Products	19900100	0100 Pet Food & Feeding Supplies	19900101	0101 Dog Dry Food	Purina Beyond	Purina Beyond Simple Ingredient, Natural Dry Dog Food, Simply Farm Raised Chicken & Whole Barley Recipe - 24 lb. Bag
B00JVHSPHI	199>19900100>19900101	199	Pet Products	19900100	0100 Pet Food & Feeding Supplies	19900101	0101 Dog Dry Food	Purina Beyond	Purina Beyond Natural Dry Dog Food, Superfood Blend Salmon, Egg & Pumpkin Recipe - 14.5 lb. Bag
B00JVHSRS0	199>19900100>19900101	199	Pet Products	19900100	0100 Pet Food & Feeding Supplies	19900101	0101 Dog Dry Food	Purina Beyond	Purina Beyond Grain Free Wild-Caught Tuna & Egg Recipe Adult Dry Dog Food - 23 lb. Bag
B00RVMMWTM	199>19900100>19900102	199	Pet Products	19900100	0100 Pet Food & Feeding Supplies	19900102	0102 Dog Wet Food	Purina Beyond	Purina Beyond Natural Wet Dog Food Pate, Grain Free Chicken Carrot & Pea Recipe Ground Entree - (12) 13 oz. Cans
B00RVMMWYM	199>19900100>19900102	199	Pet Products	19900100	0100 Pet Food & Feeding Supplies	19900102	0102 Dog Wet Food	Purina Beyond	Purina Beyond Wet Dog Food, Grain Free Salmon & Sweet Potato Recipe, 13-Ounce Can, Pack Of 12
B00RVMMX5A	199>19900100>19900102	199	Pet Products	19900100	0100 Pet Food & Feeding Supplies	19900102	0102 Dog Wet Food	Purina Beyond	Purina Beyond Grain Free, Natural Pate Wet Dog Food, Grain Free Beef, Potato & Green Bean Recipe - (Pack of 12) 13 oz. Cans
B00XKLCRN4	199>19900100>19900102	199	Pet Products	19900100	0100 Pet Food & Feeding Supplies	19900102	0102 Dog Wet Food	Purina Beyond	Purina Beyond Natural Wet Dog Food, Beef & Berry Puree, 3.2-Ounce Pouch, Pack Of 1
B00XV81DDG	199>19900100>19900101	199	Pet Products	19900100	0100 Pet Food & Feeding Supplies	19900101	0101 Dog Dry Food	Purina Beyond	Purina Beyond Grain Free, Natural Dry Dog Food, Grain Free White Meat Chicken & Egg Recipe - 3 lb. Bag
B00XV81DU4	199>19900100>19900107	199	Pet Products	19900100	0100 Pet Food & Feeding Supplies	19900107	0107 Cat Dry Food	Purina Beyond	Purina Beyond Grain Free, Natural Dry Cat Food, Grain Free White Meat Chicken & Egg Recipe - 5 lb. Bag
B00XV81DYU	199>19900100>19900101	199	Pet Products	19900100	0100 Pet Food & Feeding Supplies	19900101	0101 Dog Dry Food	Purina Beyond	Purina Beyond Grain Free, Natural Dry Dog Food, Grain Free White Meat Chicken & Egg Recipe - 13 lb. Bag
B00XV81E2Q	199>19900100>19900107	199	Pet Products	19900100	0100 Pet Food & Feeding Supplies	19900107	0107 Cat Dry Food	Purina Beyond	Purina Beyond Grain Free, Natural Dry Cat Food, Grain Free White Meat Chicken & Egg Recipe - 3 lb. Bag
B00ZFRE8Q0	199>19900100>19900105	199	Pet Products	19900100	0100 Pet Food & Feeding Supplies	19900105	0105 Dog Treats	Purina Beyond	Purina Beyond Natural Dog Snack, White Meat Chicken Cutlets, 9-Ounce Pouch, Pack Of 1
B017GXBIOA	199>19900100>19900105	199	Pet Products	19900100	0100 Pet Food & Feeding Supplies	19900105	0105 Dog Treats	Purina Beyond	Purina Beyond Natural Limited Ingredient Biscuits, Salmon & Oats Recipe Dog Treats, 25 Oz Bag
B017GXBKEI	199>19900100>19900105	199	Pet Products	19900100	0100 Pet Food & Feeding Supplies	19900105	0105 Dog Treats	Purina Beyond	Purina Beyond Natural Limited Ingredient Biscuits, Chicken & Barley Recipe Dog Treats, 25 Oz Bag
B017VU68FC	199>19900100>19900102	199	Pet Products	19900100	0100 Pet Food & Feeding Supplies	19900102	0102 Dog Wet Food	Purina Beyond	Purina Beyond Grain Free, Natural Gravy Wet Dog Food, Grain Free Beef & Spinach Recipe - (12) 12.5 oz. Cans
B017VU6BK4	199>19900100>19900102	199	Pet Products	19900100	0100 Pet Food & Feeding Supplies	19900102	0102 Dog Wet Food	Purina Beyond	Purina Beyond Grain Free Gravy Wet Dog Food, Grain Free Turkey & Green Bean Recipe in Gravy - (12) 12.5 oz. Cans
B017VU6DCA	199>19900100>19900102	199	Pet Products	19900100	0100 Pet Food & Feeding Supplies	19900102	0102 Dog Wet Food	Purina Beyond	Purina Beyond Grain Free Chicken & Sweet Potato Recipe in Gravy Adult Wet Dog Food - 12.5 oz. Can
B018QSH2Z8	199>19900100>19900107	199	Pet Products	19900100	0100 Pet Food & Feeding Supplies	19900107	0107 Cat Dry Food	Purina Beyond	Purina Beyond Grain Free, Natural Dry Dog Food, Grain Free Beef & Egg Recipe - 3 lb. Bag
B018QSH2ZI	199>19900100>19900107	199	Pet Products	19900100	0100 Pet Food & Feeding Supplies	19900107	0107 Cat Dry Food	Purina Beyond	Purina Beyond Grain Free, Natural Dry Dog Food, Grain Free Beef & Egg Recipe - 13 lb. Bag
B01C47NRCY	199>19900100>19900102	199	Pet Products	19900100	0100 Pet Food & Feeding Supplies	19900102	0102 Dog Wet Food	Purina Beyond	Purina Beyond Grain-Free Ground Entrees Adult Wet Dog Food Variety Pack
B01EY9KQ3S	199>19900100>19900101	199	Pet Products	19900100	0100 Pet Food & Feeding Supplies	19900101	0101 Dog Dry Food	Purina Beyond	Purina Beyond Natural, High Protein Small Breed Dry Dog Food, Simply Chicken, Barley & Egg Recipe - 14.5 lb. Bag ( Packaging may vary )
B01EY9KQ6U	199>19900100>19900101	199	Pet Products	19900100	0100 Pet Food & Feeding Supplies	19900101	0101 Dog Dry Food	Purina Beyond	Purina Beyond Natural, High Protein Small Breed Dry Dog Food, Chicken, Barley & Egg Recipe - 3.7 lb. Bag
B01IOAV5DS	199>19900100>19900101	199	Pet Products	19900100	0100 Pet Food & Feeding Supplies	19900101	0101 Dog Dry Food	Purina Beyond	Purina Beyond Natural Canned Cat Food, Grain Free, Tuna, Mackerel and Carrot Recipe, 3-Ounce Can, Pack of 12
B01JAGGFKI	199>19900100>19900101	199	Pet Products	19900100	0100 Pet Food & Feeding Supplies	19900101	0101 Dog Dry Food	Purina Beyond	Purina Beyond Grain Free, Natural Dry Dog Food, Grain Free White Meat Chicken & Egg Recipe - 23 lb. Bag
B01K4K9HN6	199>19900100>19900105	199	Pet Products	19900100	0100 Pet Food & Feeding Supplies	19900105	0105 Dog Treats	Purina Beyond	Purina Beyond Natural Dry Cat Food, Salmon and Whole Brown Rice Recipe, 6 Pound
B01K4KAOX8	467>46709000>46709010	467	Pantry	46709000	9000  Pet Food - Pantry	46709010	9010  Pet Food	Purina Beyond	Purina Beyond Natural Dry Cat Food, White Meat Chicken and Whole Oat Meal, 6 Pound
B01LXJNBV8	199>19900100>19900101	199	Pet Products	19900100	0100 Pet Food & Feeding Supplies	19900101	0101 Dog Dry Food	Purina Beyond	Purina Beyond Small Batch Grain-Free Chicken & Egg Dry Dog Food - 4.5 Lb. Bag, Pack Of 2
B01LZTPITZ	199>19900100>19900101	199	Pet Products	19900100	0100 Pet Food & Feeding Supplies	19900101	0101 Dog Dry Food	Purina Beyond	Purina Beyond Small Batch Grain-Free Beef & Egg Dry Dog Food - 4.5 Lb. Bag, Pack Of 2
B01M05DR1F	199>19900100>19900107	199	Pet Products	19900100	0100 Pet Food & Feeding Supplies	19900107	0107 Cat Dry Food	Purina Beyond	Purina Beyond Small Batch Grain-Free Chicken & Egg Dry Cat Food - 4.5 Lb. Bag, Pack Of 2
